Job_N,Model_FU.,Empirical_FU.,App.Cry.str.,Lat. a[A],Lat. b[A],Lat. c[A],Vol.[A3],Den.[cm3/g],VASP.E[eV/atom],Form.E[eV/atom],Coh.E[eV/atom],ZPE[kJ/mol],DebyeT.[K],Bulk(B_V)[GPa],Shear(G_V)[GPa],Young(E_V)[GPa],Bulk(B_R)[GPa],Shear(G_R)[GPa],Young(E_R)[GPa],Bulk(B_H)[GPa],Shear(G_H)[GPa],Young(E_H)[GPa],Hv:Super-hard(>5GPa),Hv:Polycrystalline,Hv:Single-crystal,F.Toughness(MPam1/2),Melting_P.[K],Min. TC:[W/mK],Poisson's_R,Pugh's_C.[G/B],D/B:,N-Cauchy_P.[GPa],D/B:,Born's_Stability,A(U):Universal_Anisotropy,A(B):Percent_Bulk_Anisotropy,A(G):Percent_Shear_Anisotropy,A(Z):Zener_Anisotropy,A(1):Shear_Anisotropy,A(2):Shear_Anisotropy,A(3):Shear_Anisotropy,Lame's(Lammda)[GPa],Lame's(Mu)[GPa],V_trans[m/s],V_longi[m/s],V_mean[m/s],C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,S11,S12,S13,S14,S15,S16,S21,S22,S23,S24,S25,S26,S31,S32,S33,S34,S35,S36,S41,S42,S43,S44,S45,S46,S51,S52,S53,S54,S55,S56,S61,S62,S63,S64,S65,S66
229_4,C10Hf2Nb2Ta2Ti2V2,HfTiTaNbVC5,Tetragonal,6.997972,6.997949,4.451624,218.002095,9.311,-202.678958,-0.572,-7.874,63.9,683.1,274.82,199.6,482.09,274.57,194.96,472.95,274.69,197.28,477.52,26.615,26.876,29.789,3.466315317,3019.14,2.9333,0.21,0.718,Brittle,21.92,Brittle,stable,0.1199,0.0005,0.0118,N_def.,0.6973,0.7722,0.9679,142.89,197.32,4604,7601,5088,585.53,147.87,108.59,-0.02,-0.01,-29.26,147.87,537.43,115.9,0.01,-0.01,19.64,108.59,115.9,605.7,0,-0.01,3.33,-0.02,0.01,0,169.79,-0.68,0,-0.01,-0.01,-0.01,-0.68,175.94,0,-29.26,19.64,3.33,0,0,200.16,0.0018913,-0.0004786,-0.0002493,0.0000002,0.0000001,0.0003276,-0.0004786,0.0020687,-0.0003086,-0.0000001,0,-0.0002678,-0.0002493,-0.0003086,0.0017549,-0.0000001,0.0000001,-0.0000353,0.0000002,-0.0000001,-0.0000001,0.0058896,0.0000226,0,0.0000001,0,0.0000001,0.0000226,0.0056838,0,0.0003276,-0.0002678,-0.0000353,0,0,0.0050707
242_3750,C20Hf4Ta4Ti4Nb4Cr4,HfTiTaNbCrC5,Triclinic,6.259633,7.001172,10.358582,433.243304,9.387,-402.226734,-0.44,-7.611,61.58,658.3,264.52,185.22,450.52,264.45,182.03,444.18,264.48,183.63,447.35,24.338,24.531,27.728,3.2780347,2630.19,1.6939,0.218,0.694,Brittle,45.12,Brittle,stable,0.0879,0.0001,0.0087,N_def.,N_def.,N_def.,N_def.,141.96,183.64,4423,7367,4893,512.22,123.07,164.93,9.77,-3.2,2.84,123.07,543.71,127.85,-19.89,-2.03,-1.12,164.93,127.85,493.02,8.02,-2.42,-0.92,9.77,-19.89,8.02,168.19,-1.78,-1.92,-3.2,-2.03,-2.42,-1.78,211.64,13.99,2.84,-1.12,-0.92,-1.92,13.99,168.59,0.002254,-0.0003607,-0.0006582,-0.0001425,0.0000251,-0.0000476,-0.0003607,0.0020275,-0.0004096,0.0002806,0.0000103,0.0000196,-0.0006582,-0.0004096,0.0023568,-0.0001222,0.0000108,0.0000189,-0.0001425,0.0002806,-0.0001222,0.0059941,0.000045,0.0000682,0.0000251,0.0000103,0.0000108,0.000045,0.0047521,-0.0003941,-0.0000476,0.0000196,0.0000189,0.0000682,-0.0003941,0.005966
242_3751,C20Hf4Ta4Ti4Nb4Mn4,HfTiTaNbMnC5,Triclinic,6.251378,6.990294,10.36125,432.14489,9.456,-397.639676,-0.379,-7.526,58.87,629.4,259.55,169.99,418.58,259.29,166.41,411.24,259.42,168.2,414.91,21.156,21.137,25.398,3.105820043,2535.07,1.6281,0.233,0.648,Brittle,35.18,Brittle,stable,0.1086,0.0005,0.0106,N_def.,N_def.,N_def.,N_def.,N_def.,N_def.,4218,7153,4674,488.49,122.32,167.15,10.85,14.04,1.69,122.32,529.54,130.95,-21.68,14.91,-2.77,167.15,130.95,477.07,9.92,-9.42,-1.51,10.85,-21.68,9.92,157.5,0.42,-2.46,14.04,14.91,-9.42,0.42,178.27,17.12,1.69,-2.77,-1.51,-2.46,17.12,155.94,0.0024034,-0.0003738,-0.0007398,-0.0001702,-0.0001947,-0.0000212,-0.0003738,0.0021076,-0.000458,0.0003461,-0.0001778,0.000062,-0.0007398,-0.000458,0.0024891,-0.0001695,0.0002288,-0.0000038,-0.0001702,0.0003461,-0.0001695,0.006421,-0.0000503,0.0001132,-0.0001947,-0.0001778,0.0002288,-0.0000503,0.0057122,-0.0006269,-0.0000212,0.000062,-0.0000038,0.0001132,-0.0006269,0.0064848
244_2337,C10Hf2Nb2Ta2Ti2Fe2,HfTiTaNbFeC5,Orthorhombic,6.982537,6.951995,4.445833,215.812055,9.481,-195.964399,-0.311,-7.567,53.07,567.3,218.71,143.84,353.93,196.56,130.19,319.92,207.63,137.01,336.93,18.682,18.872,20.689,2.507237468,2560.53,2.4571,0.23,0.66,Brittle,20.53,Brittle,stable,0.6369,0.0533,0.0498,N_def.,0.7207,0.6322,0.6748,116.67,136.96,3803,6418,4212,468.86,116.21,121.62,-0.15,0.11,-11.61,116.21,368.39,61.07,-0.17,-0.34,-56.58,121.62,61.07,533.3,0.07,0.01,-40.03,-0.15,-0.17,0.07,136.74,-0.42,0.13,0.11,-0.34,0.01,-0.42,123.21,-0.17,-11.61,-56.58,-40.03,0.13,-0.17,102.04,0.0024358,-0.0007363,-0.0004956,0.0000022,-0.0000046,-0.0003256,-0.0007363,0.0032158,-0.000075,0.0000018,0.0000119,0.0016701,-0.0004956,-0.000075,0.0020497,-0.0000024,0.0000011,0.0007061,0.0000022,0.0000018,-0.0000024,0.0073132,0.0000252,-0.0000087,-0.0000046,0.0000119,0.0000011,0.0000252,0.0081163,0.0000202,-0.0003256,0.0016701,0.0007061,-0.0000087,0.0000202,0.0109664
229_8,C10Hf2Nb2Ta2Ti2Co2,HfTiTaNbCoC5,Orthorhombic,6.983325,6.948188,4.463677,216.583992,9.495,-193.088425,-0.287,-7.581,55.88,597.4,256.38,155.43,387.91,256.12,148.02,372.34,256.25,151.73,380.12,17.747,17.444,22.911,2.932921184,2651.28,2.6011,0.253,0.592,Brittle,-10.7,Ductile,stable,0.2513,0.0005,0.0244,N_def.,0.7179,0.5816,0.8012,155.37,151.68,3998,6951,4440,486.55,153.86,123.68,0.12,-0.89,-10.22,153.86,486.26,110.55,0.37,-0.87,19.85,123.68,110.55,558.42,0.04,-0.82,-6.87,0.12,0.37,0.04,143.16,10.55,0.03,-0.89,-0.87,-0.82,10.55,119.75,-0.01,-10.22,19.85,-6.87,0.03,-0.01,133.21,0.0023725,-0.0006729,-0.000389,-0.0000009,0.0000102,0.0002622,-0.0006729,0.0023601,-0.0003233,-0.0000061,0.0000104,-0.0004199,-0.000389,-0.0003233,0.0019424,0,0.000008,0.0001185,-0.0000009,-0.0000061,0,0.0070309,-0.0006196,-0.0000006,0.0000102,0.0000104,0.000008,-0.0006196,0.0084053,0.0000003,0.0002622,-0.0004199,0.0001185,-0.0000006,0.0000003,0.0075955
229_9,C10Hf2Nb2Ta2Ti2Ni2,HfTiTaNbNiC5,Orthorhombic,6.990888,6.973716,4.492345,219.011159,9.386,-189.00132,-0.24,-7.518,52.92,565.8,245.56,139.33,351.5,244.47,130.82,333.06,245.02,135.07,342.28,15.063,14.561,20.396,2.710938044,2608.64,2.4642,0.267,0.551,Ductile,11.6,Brittle,stable,0.3297,0.0022,0.0315,N_def.,0.7509,0.7018,0.5814,154.79,135.07,3794,6730,4220,503.41,128.48,126.72,0.51,1.2,-17.43,128.48,426.6,136.71,0.55,1.23,14.13,126.72,136.71,496.27,0.51,1.28,4.68,0.51,0.55,0.51,140.08,10.75,0.03,1.2,1.23,1.28,10.75,113.94,0,-17.43,14.13,4.68,0.03,0,97.83,0.0022538,-0.0005588,-0.0004263,-0.0000036,-0.0000127,0.0005026,-0.0005588,0.0027209,-0.0006024,-0.000005,-0.0000162,-0.0004636,-0.0004263,-0.0006024,0.0022908,-0.0000034,-0.0000145,-0.0000986,-0.0000036,-0.000005,-0.0000034,0.0071911,-0.000678,-0.0000016,-0.0000127,-0.0000162,-0.0000145,-0.000678,0.008841,0.0000008,0.0005026,-0.0004636,-0.0000986,-0.0000016,0.0000008,0.0103834
229_10,C10Hf2Nb2Ta2Ti2Cu2,HfTiTaNbCuC5,Monoclinic,7.033753,7.164121,4.456221,224.424487,9.231,-183.592196,-0.144,-7.256,52.04,556.4,234.22,132.98,335.46,227.26,128.53,324.43,230.74,130.76,329.95,15.208,14.818,19.745,2.59899598,2449.17,2.3991,0.262,0.567,Ductile,9.88,Brittle,stable,0.2037,0.0151,0.017,N_def.,N_def.,N_def.,N_def.,143.91,130.73,3763,6624,4184,444.7,128.46,139.96,-1.31,0.37,-4.6,128.46,343.18,137.95,-1.35,0.27,-16.28,139.96,137.95,507.38,-1.35,0.21,2.62,-1.31,-1.35,-1.35,138.34,7.4,-0.02,0.37,0.27,0.21,7.4,125.02,-0.06,-4.6,-16.28,2.62,-0.02,-0.06,105.25,0.0026361,-0.0007792,-0.0005153,0.0000127,-0.0000061,0.0000075,-0.0007792,0.0035315,-0.000748,0.0000201,-0.0000052,0.0005307,-0.0005153,-0.000748,0.0023175,0.0000106,-0.0000013,-0.0001959,0.0000127,0.0000201,0.0000106,0.007252,-0.0004293,0.0000045,-0.0000061,-0.0000052,-0.0000013,-0.0004293,0.008024,0.0000032,0.0000075,0.0005307,-0.0001959,0.0000045,0.0000032,0.0095885
229_11,C10Hf2Nb2Ta2Ti2Zn2,HfTiTaNbZnC5,Monoclinic,7.15705,7.14106,4.449844,227.40015,9.138,-178.885232,-0.171,-7.043,52.79,564.3,231.09,136.03,341.16,226.28,133.06,333.76,228.69,134.55,337.46,16.174,15.906,20.317,2.63042282,2309.98,2.417,0.254,0.588,Brittle,7.15,Brittle,stable,0.1329,0.0105,0.011,N_def.,N_def.,N_def.,N_def.,138.93,134.55,3838,6683,4262,402,134.66,147.36,-0.04,-0.01,-1.86,134.66,356.72,128.54,0.18,-0.02,-15.45,147.36,128.54,499.99,-0.1,0,4.86,-0.04,0.18,-0.1,141.81,5.84,-0.04,-0.01,-0.02,0,5.84,141.65,0,-1.86,-15.45,4.86,-0.04,0,113.99,0.0030339,-0.0009095,-0.0006599,0.0000016,0.0000001,-0.0000457,-0.0009095,0.0033857,-0.0006069,-0.0000049,0.0000006,0.0004699,-0.0006599,-0.0006069,0.0023524,0.0000022,-0.0000003,-0.0001933,0.0000016,-0.0000049,0.0000022,0.007064,-0.0002914,0.0000018,0.0000001,0.0000006,-0.0000003,-0.0002914,0.0070715,0,-0.0000457,0.0004699,-0.0001933,0.0000018,0,0.0088435
229_23,C10Hf2Nb2Ta2Ti2Y2,YHfTiTaNbC5,Orthorhombic,7.256614,7.268939,4.588165,242.01191,8.909,-196.55719,-0.65,-7.832,57.99,619.9,228.6,167.68,404.21,228.57,165.92,400.78,228.58,166.8,402.49,24.082,24.612,25.187,2.958590974,2423.74,2.5595,0.207,0.73,Brittle,34.41,Brittle,stable,0.0532,0.0001,0.0053,N_def.,0.8736,0.8451,1.0222,117.79,166.73,4327,7115,4780,450.44,118.98,113.54,0,0,-17.53,118.98,464.97,98.99,0,0,23.06,113.54,98.99,478.95,0,0,-1.19,0,0,0,153.39,-0.68,0,0,0,0,-0.68,157.59,0,-17.53,23.06,-1.19,0,0,173.13,0.0024992,-0.000554,-0.0004772,0,0,0.0003236,-0.000554,0.0023885,-0.0003633,0,0,-0.0003767,-0.0004772,-0.0003633,0.0022761,0,0,0.0000157,0,0,0,0.0065196,0.0000279,-0.0000001,0,0,0,0.0000279,0.0063455,0,0.0003236,-0.0003767,0.0000157,-0.0000001,0,0.0058591
229_24,C10Hf2Nb2Ta2Ti2Zr2,ZrHfTiTaNbC5,Orthorhombic,7.158596,7.152931,4.551021,233.034613,9.285,-203.99783,-0.685,-8.073,62.27,665.7,262.82,197.61,474.03,262.81,193.74,466.58,262.82,195.68,470.3,27.596,28.046,29.548,3.414555411,2848.56,2.7787,0.202,0.745,Brittle,44.25,Brittle,stable,0.0999,0,0.0099,N_def.,0.7982,0.7831,0.9124,132.61,195.63,4591,7510,5069,546.69,134.5,110.27,0.06,0.01,-29.7,134.5,553.02,103.25,0.06,0.01,31.68,110.27,103.25,569.66,0.07,0.01,-1.01,0.06,0.06,0.07,178.75,-0.81,0,0.01,0.01,0.01,-0.81,179.37,0,-29.7,31.68,-1.01,0,0,189.49,0.0020253,-0.0004574,-0.0003084,-0.0000004,-0.0000001,0.0003922,-0.0004574,0.0019939,-0.0002736,-0.0000004,-0.0000001,-0.0004065,-0.0003084,-0.0002736,0.0018647,-0.0000005,-0.0000001,0.0000073,-0.0000004,-0.0000004,-0.0000005,0.0055945,0.0000252,0,-0.0000001,-0.0000001,-0.0000001,0.0000252,0.0055751,0,0.0003922,-0.0004065,0.0000073,0,0,0.0054067
229_25,C10Hf2Nb2Ta2Ti2Mo2,HfTiTaNbMoC5,Orthorhombic,7.061834,7.063329,4.45629,222.279795,9.805,-205.150666,-0.501,-7.893,62.58,669,284.66,205.54,497,284.31,197.92,481.93,284.48,201.73,489.46,26.653,26.825,30.461,3.578679283,3123.04,2.8458,0.213,0.709,Brittle,34.33,Brittle,stable,0.1937,0.0006,0.0189,N_def.,0.683,0.7072,0.8565,149.74,201.76,4537,7514,5015,593.3,141.84,110.48,0,0,-38.28,141.84,572.72,115.91,-0.02,0,34.93,110.48,115.91,659.43,-0.01,0,1.18,0,-0.02,-0.01,176.17,-0.63,-0.01,0,0,0,-0.63,176.85,0,-38.28,34.93,1.18,-0.01,0,188.93,0.0018648,-0.0004423,-0.0002355,0,0,0.0004611,-0.0004423,0.0019365,-0.0002655,0.0000002,0,-0.000446,-0.0002355,-0.0002655,0.0016026,0.0000001,0,-0.0000087,0,0.0000002,0.0000001,0.0056763,0.0000204,0.0000002,0,0,0,0.0000204,0.0056546,0,0.0004611,-0.000446,-0.0000087,0.0000002,0,0.0054688
242_3753,C20Hf4Ta4Ti4Nb4Tc4,HfTiTaNbTcC5,Triclinic,6.315039,7.0416,10.429724,442.768051,9.889,-404.978034,-0.427,-7.889,59.38,634.8,271.82,184.76,451.9,271.75,179.57,441.47,271.78,182.17,446.68,23.252,23.298,27.508,3.321747043,2650.92,1.6254,0.226,0.67,Brittle,44.97,Brittle,stable,N_def.,N_def.,N_def.,N_def.,N_def.,N_def.,N_def.,N_def.,N_def.,4292,7215,4752,513.74,124.49,182.85,13.08,-3.82,1.32,124.49,547.7,133.22,-26.27,-3.48,2.44,182.85,133.22,503.8,10.67,1.43,-1.12,13.08,-26.27,10.67,169.46,-1.25,-1.97,-3.82,-3.48,1.43,-1.25,221.62,16.29,1.32,2.44,-1.12,-1.97,16.29,157.85,0.0022995,-0.0003517,-0.0007378,-0.0001856,0.0000397,-0.0000255,-0.0003517,0.0020248,-0.0004157,0.0003671,0.0000327,-0.0000301,-0.0007378,-0.0004157,0.0023661,-0.0001563,-0.0000377,0.0000314,-0.0001856,0.0003671,-0.0001563,0.0059831,0.0000324,0.0000661,0.0000397,0.0000327,-0.0000377,0.0000324,0.0045484,-0.0004702,-0.0000255,-0.0000301,0.0000314,0.0000661,-0.0004702,0.0063855
229_27,C10Hf2Nb2Ta2Ti2Ru2,HfTiTaNbRuC5,Orthorhombic,7.030096,7.038659,4.463996,220.888501,9.943,-198.58316,-0.59,-7.768,56.24,601.2,273.17,167.15,416.49,272.49,159.16,399.67,272.83,163.15,408.08,18.898,18.584,24.636,3.148449893,2806.41,2.59,0.251,0.598,Brittle,-7.85,Ductile,stable,0.2535,0.0012,0.0245,N_def.,0.6612,0.6265,0.7979,164.41,163.1,4051,7022,4497,526.12,149.5,125.95,0.25,-0.64,-15.83,149.5,531.21,133.78,0.25,-0.64,41.59,125.95,133.78,582.7,0.28,-0.74,-1.33,0.25,0.25,0.28,141.65,0.45,0,-0.64,-0.64,-0.74,0.45,132.55,-0.05,-15.83,41.59,-1.33,0,-0.05,151.26,0.0021487,-0.0005489,-0.0003375,-0.0000022,0.000006,0.0003728,-0.0005489,0.0021857,-0.0003847,-0.0000021,0.0000055,-0.0006618,-0.0003375,-0.0003847,0.0018776,-0.0000025,0.000007,0.0000869,-0.0000022,-0.0000021,-0.0000025,0.0070595,-0.0000239,0.0000002,0.000006,0.0000055,0.000007,-0.0000239,0.0075443,0.0000018,0.0003728,-0.0006618,0.0000869,0.0000002,0.0000018,0.0068329
229_28,C10Hf2Nb2Ta2Ti2Rh2,HfTiTaNbRhC5,Orthorhombic,7.039459,7.027386,4.500294,222.624576,9.893,-194.192482,-0.321,-7.682,54.16,579,262.34,157.11,392.9,262.06,145.02,367.3,262.2,151.07,380.1,17.149,16.749,22.812,2.973920194,2759.57,2.4925,0.258,0.576,Brittle,-10.67,Ductile,stable,0.4179,0.0005,0.04,N_def.,0.6641,0.5175,0.7719,161.06,151.07,3908,6846,4343,530.62,148.14,122.54,-0.25,0.08,-27.49,148.14,510.9,117.83,-0.12,0.04,40.09,122.54,117.83,542.47,-0.21,-0.01,0.07,-0.25,-0.12,-0.21,137.47,11.53,0.01,0.08,0.04,-0.01,11.53,105.79,-0.02,-27.49,40.09,0.07,0.01,-0.02,143.82,0.0021623,-0.0005891,-0.0003606,0.0000029,-0.0000016,0.0005778,-0.0005891,0.0022696,-0.0003598,0.0000004,-0.0000007,-0.0007451,-0.0003606,-0.0003598,0.002003,0.0000021,0.0000003,0.0000304,0.0000029,0.0000004,0.0000021,0.0073416,-0.0007999,-0.0000004,-0.0000016,-0.0000007,0.0000003,-0.0007999,0.0095397,0.0000014,0.0005778,-0.0007451,0.0000304,-0.0000004,0.0000014,0.0072714
229_29,C10Hf2Nb2Ta2Ti2Pd2,HfTiTaNbPdC5,Orthorhombic,7.0716,7.061112,4.526026,225.9965,9.797,-187.897207,-0.21,-7.349,51.78,553.6,252.44,141.48,357.62,251.91,134.04,341.54,252.18,137.76,349.58,15.117,14.577,20.802,2.792086316,2607.72,2.3774,0.269,0.546,Ductile,1.78,Brittle,stable,0.2796,0.0011,0.027,N_def.,0.76,0.6807,0.625,160.4,137.74,3750,6671,4173,507.68,135.92,135.01,0,-0.01,-18.89,135.92,457.9,138.72,0,0,24.5,135.01,138.72,487.12,0,0,4.77,0,0,0,137.7,8.79,0,-0.01,0,0,8.79,113.6,0,-18.89,24.5,4.77,0,0,108.4,0.0022654,-0.0005577,-0.0004743,0,0.0000001,0.0005417,-0.0005577,0.002556,-0.000567,0,0,-0.00065,-0.0004743,-0.000567,0.0023464,0,0,-0.0000577,0,0,0,0.0072983,-0.000565,0,0.0000001,0,0,-0.000565,0.0088464,-0.0000001,0.0005417,-0.00065,-0.0000577,0,-0.0000001,0.0094694
229_30,C10Hf2Nb2Ta2Ti2Ag2,HfTiTaNbAgC5,Monoclinic,7.129861,7.260798,4.496923,232.685764,9.536,-179.389286,-0.035,-7.049,49.28,526.8,234.94,125.92,320.5,229.66,121.46,309.77,232.3,123.69,315.14,13.599,13.009,18.677,2.551615329,2358.06,2.2437,0.274,0.532,Ductile,-1.68,Ductile,stable,0.2066,0.0114,0.018,N_def.,N_def.,N_def.,N_def.,149.95,123.68,3602,6454,4010,427.39,131.02,144.84,0,0,-0.05,131.02,344.87,154.6,0,0,-20.08,144.84,154.6,481.26,0,0,11.23,0,0,0,129.34,3.57,0,0,0,0,3.57,127.65,0,-0.05,-20.08,11.23,0,0,98.25,0.0027816,-0.0008039,-0.0005766,0,0,-0.0000971,-0.0008039,0.0036867,-0.0009625,0,0,0.0008631,-0.0005766,-0.0009625,0.0025721,0,0,-0.0004909,0,0,0,0.0077376,-0.0002162,0,0,0,0,-0.0002162,0.0078397,0,-0.0000971,0.0008631,-0.0004909,0,0,0.0104101
229_31,C10Hf2Nb2Ta2Ti2Cd2,HfTiTaNbCdC5,Monoclinic,7.282721,7.27021,4.503306,238.388134,9.372,-175.638058,-0.044,-6.88,48.33,516.6,206.12,122.24,306.2,194.99,116.63,291.73,200.55,119.44,298.97,15.096,14.914,18.035,2.339171175,2008.41,2.1685,0.252,0.596,Brittle,19.42,Brittle,stable,0.2976,0.0277,0.0235,N_def.,N_def.,N_def.,N_def.,121.32,119.4,3570,6196,3964,317.38,113.5,147.06,0,0.29,6.14,113.5,290.04,129.16,0.01,0.16,-26.43,147.06,129.16,468.18,0,0.27,6.77,0,0.01,0,132.92,4.97,0,0.29,0.16,0.27,4.97,139.32,-0.03,6.14,-26.43,6.77,0,-0.03,110.36,0.0040175,-0.0012022,-0.0009237,0.0000002,-0.0000054,-0.000455,-0.0012022,0.0044059,-0.0008548,-0.0000002,-0.0000005,0.0011747,-0.0009237,-0.0008548,0.0026665,0.0000001,-0.0000023,-0.0003168,0.0000002,-0.0000002,0.0000001,0.0075337,-0.000269,0.0000001,-0.0000054,-0.0000005,-0.0000023,-0.000269,0.0071875,0.0000022,-0.000455,0.0011747,-0.0003168,0.0000001,0.0000022,0.0093873
229_62,C10Hf2Nb2Ta2Ti2Lu2,LuHfTiTaNbC5,Orthorhombic,7.196686,7.219309,4.562813,237.057159,10.301,-193.956171,-0.59,-7.768,56.05,599.2,240.39,178.83,429.89,240.32,176.88,426.1,240.35,177.85,427.99,25.594,26.128,26.855,3.121903763,2596.45,2.4732,0.203,0.74,Brittle,46.95,Brittle,stable,0.0554,0.0001,0.0055,N_def.,0.8382,0.8401,0.9564,121.58,177.88,4156,6809,4589,492.96,114.09,116.75,0,-0.04,-20.96,114.09,491.25,104.26,0,-0.03,21.04,116.75,104.26,509.05,0,-0.03,-3.4,0,0,0,161.04,-0.57,0,-0.04,-0.03,-0.03,-0.57,166.29,0,-20.96,21.04,-3.4,0,0,180.77,0.0022443,-0.0004448,-0.0004216,0,0.0000003,0.0003041,-0.0004448,0.0022282,-0.0003565,0,0.0000003,-0.0003177,-0.0004216,-0.0003565,0.0021344,0,0.0000003,0.0000328,0,0,0,0.0062098,0.0000211,0,0.0000003,0.0000003,0.0000003,0.0000211,0.0060136,0,0.0003041,-0.0003177,0.0000328,0,0,0.0056049
229_63,C10Hf2Nb2Ta2Ti2W2,HfTiTaNbWC5,Orthorhombic,7.059747,7.061578,4.45789,222.238951,11.12,-209.076161,-0.496,-8.097,59.47,635.8,290.8,211.32,510.34,290.42,201.88,491.7,290.61,206.6,501.02,27.194,27.344,31.197,3.660317849,3192.17,2.6871,0.213,0.711,Brittle,42.95,Brittle,stable,0.2351,0.0007,0.0228,N_def.,0.67,0.6743,0.805,153.27,206.52,4311,7135,4765,605.72,134.74,112.79,0,0.01,-40.88,134.74,607.08,114.35,0.01,0.01,42.67,112.79,114.35,680.67,0,0.01,0.46,0,0.01,0,177.69,-0.04,0,0.01,0.01,0.01,-0.04,178.54,0,-40.88,42.67,0.46,0,0,189.84,0.0018143,-0.0003921,-0.0002351,0,0,0.0004794,-0.0003921,0.0018139,-0.0002394,-0.0000001,-0.0000001,-0.0004916,-0.0002351,-0.0002394,0.0015483,0,-0.0000001,-0.0000006,0,-0.0000001,0,0.0056277,0.0000014,0.0000001,0,-0.0000001,-0.0000001,0.0000014,0.005601,-0.0000001,0.0004794,-0.0004916,-0.0000006,0.0000001,-0.0000001,0.0054813
242_3752,C20Hf4Ta4Ti4Nb4Re4,HfTiTaNbReC5,Triclinic,6.305106,7.041925,10.451297,442.430911,11.207,-411.95519,-0.393,-7.937,56.07,599.4,282.34,185.87,457.27,281.78,181.51,448.27,282.06,183.69,452.77,22.636,22.551,27.737,3.397643067,2644.08,1.5379,0.232,0.651,Brittle,31.64,Brittle,stable,0.122,N_def.,N_def.,N_def.,N_def.,N_def.,N_def.,N_def.,N_def.,4049,6858,4486,510.9,143.74,184.86,10.4,-12.6,-4.02,143.74,577.64,145.19,-30.48,1.62,-0.55,184.86,145.19,504.92,8.88,-13.4,-2.01,10.4,-30.48,8.88,175.38,-2.84,-2.59,-12.6,1.62,-13.4,-2.84,216.41,12.12,-4.02,-0.55,-2.01,-2.59,12.12,164.35,0.0023441,-0.0004077,-0.0007354,-0.0001706,0.0000897,0.0000376,-0.0004077,0.0019593,-0.0004225,0.0003851,-0.0000596,0.0000019,-0.0007354,-0.0004225,0.0023767,-0.0001485,0.0001055,-0.0000004,-0.0001706,0.0003851,-0.0001485,0.0057886,0.0000492,0.0000829,0.0000897,-0.0000596,0.0001055,0.0000492,0.0046527,-0.0003391,0.0000376,0.0000019,-0.0000004,0.0000829,-0.0003391,0.0061118
229_65,C10Hf2Nb2Ta2Ti2Os2,HfTiTaNbOsC5,Monoclinic,7.038872,7.061578,4.445998,220.973187,11.279,-201.764339,-0.3,-7.898,53.57,572.7,284.74,171.59,428.67,284.49,164.01,412.72,284.62,167.8,420.69,18.985,18.599,25.338,3.261471712,2873.83,2.4533,0.254,0.59,Brittle,-30.57,Ductile,stable,0.2321,0.0004,0.0226,N_def.,N_def.,N_def.,N_def.,173.19,167.74,3857,6714,4284,536.41,174.08,131.4,0.02,-0.03,-35.9,174.08,525.44,141.38,0.05,-0.07,28.18,131.4,141.38,607.07,0.04,-0.02,10.87,0.02,0.05,0.04,143.51,-1.82,0,-0.03,-0.07,-0.02,-1.82,142.22,-0.02,-35.9,28.18,10.87,0,-0.02,164.87,0.0022057,-0.0006747,-0.0003313,0.0000001,0.0000002,0.0006174,-0.0006747,0.0022534,-0.0003697,-0.0000005,0.0000008,-0.0005077,-0.0003313,-0.0003697,0.0018073,-0.0000003,-0.0000001,-0.0001281,0.0000001,-0.0000005,-0.0000003,0.0069693,0.0000891,0.0000001,0.0000002,0.0000008,-0.0000001,0.0000891,0.0070323,0.0000006,0.0006174,-0.0005077,-0.0001281,0.0000001,0.0000006,0.006295
244_2338,C10Hf2Nb2Ta2Ti2Ir2,HfTiTaNbIrC5,Orthorhombic,7.056398,7.031421,4.491197,222.835191,11.215,-196.676802,-0.286,-7.784,45.74,489,272.01,138.92,356.14,271.71,102.63,273.45,271.86,120.77,314.79,10.887,9.777,18.236,2.707973976,2633.88,2.1161,0.307,0.444,Ductile,-41.84,Ductile,stable,1.7691,0.0006,0.1502,N_def.,0.7497,0.2224,0.9291,191.56,120.42,3282,6213,3669,486.67,183.5,138.73,0,-0.24,-20.28,183.5,508.6,130.89,0,-0.04,31.99,138.73,130.89,546.58,0,0.43,7.86,0,0,0,141.66,10.04,0,-0.24,-0.04,0.43,10.04,44.11,0.06,-20.28,31.99,7.86,0,0.06,145.93,0.0025181,-0.000828,-0.0004489,-0.0000012,0.0000165,0.0005556,-0.000828,0.0023952,-0.0003545,-0.0000001,0.0000021,-0.0006211,-0.0004489,-0.0003545,0.0020297,0.0000016,-0.0000225,-0.0000939,-0.0000012,-0.0000001,0.0000016,0.0071751,-0.0016335,0.0000005,0.0000165,0.0000021,-0.0000225,-0.0016335,0.0230417,-0.0000071,0.0005556,-0.0006211,-0.0000939,0.0000005,-0.0000071,0.0070712
