Job_N,Model_FU.,Empirical_FU.,App.Cry.str.,Lat. a[A],Lat. b[A],Lat. c[A],Vol.[A3],Den.[cm3/g],VASP.E[eV/atom],Form.E[eV/atom],Coh.E[eV/atom],ZPE[kJ/mol],DebyeT.[K],Bulk(B_V)[GPa],Shear(G_V)[GPa],Young(E_V)[GPa],Bulk(B_R)[GPa],Shear(G_R)[GPa],Young(E_R)[GPa],Bulk(B_H)[GPa],Shear(G_H)[GPa],Young(E_H)[GPa],Hv:Super-hard(>5GPa),Hv:Polycrystalline,Hv:Single-crystal,F.Toughness(MPam1/2),Melting_P.[K],Min. TC:[W/mK],Poisson's_R,Pugh's_C.[G/B],D/B:,N-Cauchy_P.[GPa],D/B:,Born's_Stability,A(U):Universal_Anisotropy,A(B):Percent_Bulk_Anisotropy,A(G):Percent_Shear_Anisotropy,A(Z):Zener_Anisotropy,A(1):Shear_Anisotropy,A(2):Shear_Anisotropy,A(3):Shear_Anisotropy,Lame's(Lammda)[GPa],Lame's(Mu)[GPa],V_trans[m/s],V_longi[m/s],V_mean[m/s],C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,S11,S12,S13,S14,S15,S16,S21,S22,S23,S24,S25,S26,S31,S32,S33,S34,S35,S36,S41,S42,S43,S44,S45,S46,S51,S52,S53,S54,S55,S56,S61,S62,S63,S64,S65,S66
244_2328,C10Mo2Ti2Ta2Zr2Ag2,ZrTiTaMoAgC5,Monoclinic,7.112895,7.256854,4.490219,231.682656,8.37,-175.205652,0.106,-6.82,51.8,553.8,220.97,121.82,308.72,218.93,117.67,299.37,219.95,119.74,304.04,13.632,13.123,18.081,2.441137251,2259.38,2.3769,0.27,0.544,Ductile,-20.03,Ductile,stable,0.1857,0.0046,0.0173,N_def.,N_def.,N_def.,N_def.,140.52,119.7,3783,6735,4209,398.51,133.46,112.95,-0.01,0.03,-11.99,133.46,353,135.57,-0.01,0.03,2.64,112.95,135.57,473.23,-0.01,0.03,9.23,-0.01,-0.01,-0.01,113.43,4.33,0,0.03,0.03,0.03,4.33,117.88,0,-11.99,2.64,9.23,0,0,96.85,0.002968,-0.0009552,-0.0004432,0.0000001,-0.0000004,0.0004359,-0.0009552,0.0034905,-0.0007693,0.0000002,-0.0000005,-0.0001402,-0.0004432,-0.0007693,0.0024445,0.0000001,-0.0000002,-0.0002669,0.0000001,0.0000002,0.0000001,0.0088281,-0.0003243,0.0000001,-0.0000004,-0.0000005,-0.0000002,-0.0003243,0.0084953,-0.0000002,0.0004359,-0.0001402,-0.0002669,0.0000001,-0.0000002,0.0104089
242_3267,C10Mo2Ti2Ta2Zr2Cd2,ZrTiTaMoCdC5,Monoclinic,7.195087,7.291213,4.495052,235.78868,8.288,-171.225813,0.108,-6.64,43.73,467.5,205.54,97.73,253.07,186.34,71.39,189.91,195.94,84.56,221.49,8.199,7.045,12.769,1.941897033,2127.7,1.1987,0.311,0.432,Ductile,-81.6,Ductile,stable,1.9478,0.049,0.1557,N_def.,0.3471,0.884,N_def.,N_def.,N_def.,3197,6108,3576,357.57,130.22,132.28,0.33,8.39,6.43,130.22,254.76,122.61,-0.37,32.38,-32.99,132.28,122.61,467.33,-0.3,8.79,-1.03,0.33,-0.37,-0.3,48.62,-33.38,-0.17,8.39,32.38,8.79,-33.38,105.49,-8.67,6.43,-32.99,-1.03,-0.17,-8.67,103,0.0036454,-0.0017117,-0.0005893,0.0001388,0.0002662,-0.0007592,-0.0017117,0.0057247,-0.0009812,-0.0011505,-0.0017569,0.0017812,-0.0005893,-0.0009812,0.0025607,0.0001154,0.0001515,-0.0002389,0.0001388,-0.0011505,0.0001154,0.0265859,0.0087778,0.0004053,0.0002662,-0.0017569,0.0001515,0.0087778,0.0128046,0.0005138,-0.0007592,0.0017812,-0.0002389,0.0004053,0.0005138,0.0103683
242_3269,C10Mo2Ti2Ta2Zr2Lu2,ZrTiTaMoLuC5,Orthorhombic,7.163244,7.188263,4.55351,234.465781,9.221,-189.387707,-0.43,-7.52,58.53,625.7,240.61,173.9,420.41,240.5,170.12,412.98,240.55,172.01,416.69,24.038,24.439,25.974,3.065874976,2649.42,2.6139,0.211,0.715,Brittle,21.19,Brittle,stable,0.1116,0.0002,0.011,N_def.,0.7098,0.79789,1.1708,139,172.04,4320,7140,4775,504.3,125.5,99.67,0,-0.02,-24.28,125.5,473.32,107.91,0,-0.06,22.64,99.67,107.91,521.68,0,-0.08,2.8,0,0,0,146.69,-1.31,0,-0.02,-0.06,-0.08,-1.31,155.41,-0.01,-24.28,22.64,2.8,0,-0.01,178.64,0.0021939,-0.0005283,-0.0003119,0,0,0.0003701,-0.0005283,0.002358,-0.0003849,0,0.0000006,-0.0003647,-0.0003119,-0.0003849,0.0020562,0.0000001,0.0000008,-0.0000258,0,0,0.0000001,0.0068177,0.0000577,0,0,0.0000006,0.0000008,0.0000577,0.006435,0.0000004,0.0003701,-0.0003647,-0.0000258,0,0.0000004,0.0056947
229_79,C10Hf2Ti2Ta2Zr2Mo2,ZrTiTaMoHfC5,Orthorhombic,7.118815,7.129741,4.512664,229.04166,9.491,-202.583056,-0.542,-7.858,60.13,642.8,262.2,185.73,450.75,261.92,181.85,443.03,262.06,183.79,446.89,24.633,24.871,27.752,3.29489861,2799.06,2.7095,0.216,0.701,Brittle,14.46,Brittle,stable,0.1078,0.0005,0.0106,N_def.,0.7484,0.7707,1.0451,139.76,183.75,4401,7311,4867,525.14,149.01,115.61,0,0,-23.79,149.01,501.27,112.19,0,0,23.2,115.61,112.19,579.76,0,0,-1.82,0,0,0,163.47,-0.58,0,0,0,0,-0.58,165.06,0,-23.79,23.2,-1.82,0,0,190.31,0.0021552,-0.0005857,-0.0003154,0,0,0.0003378,-0.0005857,0.0022571,-0.0003211,0,0,-0.0003514,-0.0003154,-0.0003211,0.0018499,0,0,0.0000174,0,0,0,0.0061173,0.0000214,0,0,0,0,0.0000214,0.0060585,0,0.0003378,-0.0003514,0.0000174,0,0,0.0053397
242_3270,C10Mo2Ti2Ta2Zr2W2,ZrTiTaMoWC5,Orthorhombic,7.040366,7.056109,4.437414,220.43547,9.942,-204.504677,-0.335,-7.849,61.06,652.7,288.47,197.59,482.59,287.81,188.5,464.18,288.14,193.05,473.38,24.226,24.205,29.151,3.518400382,3035.51,2.7939,0.226,0.67,Brittle,17.83,Brittle,stable,0.2434,0.0011,0.0235,N_def.,0.6691,0.6936,0.8651,159.24,193.06,4408,7410,4880,570.22,149.68,108.04,0,0,-30.26,149.68,586.35,138.52,0,0,55.42,108.04,138.52,647.23,0,0,-7.24,0,0,0,167.51,0.2,0,0,0,0,0.2,165.86,0,-30.26,55.42,-7.24,0,0,185.4,0.0019471,-0.0004893,-0.0002152,0,0,0.0004556,-0.0004893,0.0019776,-0.0003492,0,0,-0.0006847,-0.0002152,-0.0003492,0.0016572,0,0,0.000134,0,0,0,0.0059698,-0.0000073,0,0,0,0,-0.0000073,0.0060292,0,0.0004556,-0.0006847,0.000134,0,0,0.0056781
242_3785,C20Zr4Ta4Ti4Mo4Re4,ZrTiTaMoReC5,Orthorhombic,7.046559,7.046151,8.925827,443.16904,9.926,-403.009769,-0.238,-7.694,55.16,589.7,250.76,159.81,395.43,250.5,154.85,385.18,250.63,157.33,390.31,19.472,19.376,23.757,2.964880556,2567.51,4.0157,0.24,0.628,Brittle,-2.91,Ductile,stable,0.1612,0.0005,0.0158,N_def.,0.7188,0.7257,0.8622,145.28,157.38,3982,6812,4416,485.65,137.54,120.43,5.08,-6.93,-26.67,137.54,505.29,122.81,1.76,-1.48,30.11,120.43,122.81,504.37,5.05,0.33,-3.84,5.08,1.76,5.05,134.63,-0.19,-1.84,-6.93,-1.48,0.33,-0.19,138.61,1.52,-26.67,30.11,-3.84,-1.84,1.52,154.31,0.0023539,-0.0005685,-0.0004193,-0.0000586,0.0001069,0.0005055,-0.0005685,0.002269,-0.0004209,0.0000001,0.0000029,-0.0005515,-0.0004193,-0.0004209,0.0021864,-0.0000599,-0.0000314,0.0000637,-0.0000586,0.0000001,-0.0000599,0.0074331,0.0000067,0.0000771,0.0001069,0.0000029,-0.0000314,0.0000067,0.0072204,-0.0000541,0.0005055,-0.0005515,0.0000637,0.0000771,-0.0000541,0.0066787
242_3786,C20Zr4Ta4Ti4Mo4Os4,ZrTiTaMoOsC5,Monoclinic,7.018069,7.047987,8.936976,441.988183,10.012,-394.813589,-0.15,-7.66,53.1,567.7,254.11,148.82,373.55,253.39,143.58,362.3,253.75,146.2,367.92,16.756,16.374,22.076,2.874540882,2484.48,3.8876,0.258,0.576,Brittle,-32.39,Ductile,stable,0.1853,0.0014,0.0179,N_def.,N_def.,N_def.,N_def.,155.9,146.23,3822,6696,4247,473.65,162.08,135.36,-3.98,-9.12,-27.46,162.08,493.94,125.73,-2.6,-0.57,37.21,135.36,125.73,473.02,3.73,-5.87,2.72,-3.98,-2.6,3.73,129.69,-0.93,-1.98,-9.12,-0.57,-5.87,-0.93,125.91,3.56,-27.46,37.21,2.72,-1.98,3.56,149.38,0.0025649,-0.0007548,-0.0005362,0.0000903,0.0001392,0.0006671,-0.0007548,0.0024368,-0.0004282,0.0000265,-0.0000427,-0.0007366,-0.0005362,-0.0004282,0.0023831,-0.0000936,0.0000708,-0.0000381,0.0000903,0.0000265,-0.0000936,0.0077189,0.0000562,0.0001129,0.0001392,-0.0000427,0.0000708,0.0000562,0.0079603,-0.0001539,0.0006671,-0.0007366,-0.0000381,0.0001129,-0.0001539,0.0070064
242_3756,C20Zr4Ta4Ti4Mo4Ir4,ZrTiTaMoIrC5,Monoclinic,7.013562,7.070073,8.954919,443.947014,9.998,-384.661617,-0.137,-7.547,53.2,568.7,256.69,149.76,376.14,255.97,144.13,364.07,256.33,146.95,370.1,16.717,16.314,22.189,2.898653956,2575.96,3.8898,0.259,0.573,Brittle,-31.8,Ductile,stable,0.1981,0.0014,0.0192,N_def.,N_def.,N_def.,N_def.,157.96,146.98,3834,6726,4261,504.85,154.02,132.05,0.94,-0.62,-32.1,154.02,493.79,133.9,-8.18,-3.95,24.85,132.05,133.9,471.61,2.68,-8.72,0.06,0.94,-8.18,2.68,122.22,-3.22,-1.45,-0.62,-3.95,-8.72,-3.22,124.46,2.95,-32.1,24.85,0.06,-1.45,2.95,152.04,0.0023356,-0.0006307,-0.0004758,-0.0000442,-0.0000569,0.000597,-0.0006307,0.0023873,-0.0005011,0.0001708,0.0000543,-0.0005226,-0.0004758,-0.0005011,0.0023991,-0.0000788,0.0001482,-0.000023,-0.0000442,0.0001708,-0.0000788,0.0082018,0.0002112,0.0000367,-0.0000569,0.0000543,0.0001482,0.0002112,0.0080563,-0.0001751,0.000597,-0.0005226,-0.000023,0.0000367,-0.0001751,0.0067923
242_3765,C20Zr4Ta4Ti4Mo4Pt4,ZrTiTaMoPtC5,Triclinic,7.030215,7.091514,9.038134,450.509899,9.895,-370.514849,-0.058,-7.287,49.04,524.2,241.8,125.59,321.16,240.07,122.73,314.59,240.93,124.16,317.87,13.142,12.446,18.748,2.589466817,2420.22,3.5876,0.28,0.515,Ductile,-25.27,Ductile,stable,0.1237,0.0036,0.0115,N_def.,N_def.,N_def.,N_def.,158.03,124.17,3543,6410,3947,480.35,139.1,144.64,-0.93,-6.58,-23.57,139.1,400.92,155.34,-0.07,-6.04,-6.02,144.64,155.34,416.78,2.73,-5.48,3.79,-0.93,-0.07,2.73,113.83,-0.76,-0.65,-6.58,-6.04,-5.48,-0.76,114.88,2.41,-23.57,-6.02,3.79,-0.65,2.41,112.91,0.0024742,-0.0006026,-0.000638,0.0000384,0.0000692,0.0005046,-0.0006026,0.0030674,-0.0009338,0.0000204,0.000081,0.0000676,-0.000638,-0.0009338,0.0029727,-0.0000783,0.0000617,-0.0002846,0.0000384,0.0000204,-0.0000783,0.0087881,0.0000568,0.0000614,0.0000692,0.000081,0.0000617,0.0000568,0.0087201,-0.0001692,0.0005046,0.0000676,-0.0002846,0.0000614,-0.0001692,0.0089794
242_3759,C20Zr4Ta4Ti4Mo4Au4,ZrTiTaMoAuC5,Monoclinic,7.090508,7.212606,9.122026,466.380385,9.585,-351.980822,0.117,-6.861,44.76,478.6,203.02,103.45,265.29,202.12,101.52,260.87,202.57,102.48,263.08,11.244,10.524,15.474,2.169637457,1960.47,3.24,0.284,0.506,Ductile,-7.37,Ductile,stable,0.0995,0.0022,0.0094,N_def.,N_def.,N_def.,N_def.,134.7,102.45,3270,5949,3645,377.92,117.16,142.06,0,-7.4,2.72,117.16,329.31,143.18,-0.26,-1.65,-9.1,142.06,143.18,315.14,5.08,-7,0.19,0,-0.26,5.08,109.79,-0.61,-2.36,-7.4,-1.65,-7,-0.61,109.17,3.97,2.72,-9.1,0.19,-2.36,3.97,91.64,0.0033008,-0.0006634,-0.0011841,0.0000506,0.0001441,-0.0001663,-0.0006634,0.0039322,-0.0014913,0.0000867,-0.0000958,0.0004196,-0.0011841,-0.0014913,0.004392,-0.0002088,0.0001826,-0.0001352,0.0000506,0.0000867,-0.0002088,0.0091237,0.0000334,0.0002411,0.0001441,-0.0000958,0.0001826,0.0000334,0.0091948,-0.0004121,-0.0001663,0.0004196,-0.0001352,0.0002411,-0.0004121,0.0109835
229_207,C8Zr2Ta2Ti2Hf2,ZrTiTaHfC4,Orthorhombic,6.427577,6.434631,4.547375,188.075117,9.652,-162.758305,-0.726,-8.073,46.84,625.9,254.91,180.46,438.03,254.8,180.35,437.76,254.86,180.41,437.89,24.587,24.892,27.242,3.233327547,2606.45,2.5998,0.214,0.708,Brittle,47.96,Brittle,stable,0.0035,0.0002,0.0003,N_def.,0.98,0.9444,1.0082,134.95,180.35,4324,7165,4780,495.73,131.55,136.6,0.04,0.22,3.8,131.55,490.66,130.69,0.04,0.2,4.39,136.6,130.69,510.17,0.04,0.19,-2.38,0.04,0.04,0.04,179.51,0.72,0,0.22,0.2,0.19,0.72,174.59,0,3.8,4.39,-2.38,0,0,182.31,0.0022795,-0.000481,-0.0004873,-0.0000003,-0.0000018,-0.0000424,-0.000481,0.0022895,-0.0004579,-0.0000003,-0.0000015,-0.000051,-0.0004873,-0.0004579,0.0022082,-0.0000002,-0.0000012,0.00005,-0.0000003,-0.0000003,-0.0000002,0.0055707,-0.0000229,0,-0.0000018,-0.0000015,-0.0000012,-0.0000229,0.0057278,0,-0.0000424,-0.000051,0.00005,0,0,0.0054878
229_69,C10Hf2Ti2Ta2Zr2Sc2,ZrTiTaHfScC5,Orthorhombic,7.204764,7.226786,4.566226,237.749941,8.431,-196.000256,-0.682,-7.788,61.32,655.6,233.48,175.47,420.96,233.45,173.83,417.79,233.46,174.65,419.37,25.578,26.185,26.372,3.050508733,2541.64,2.7286,0.201,0.748,Brittle,43.74,Brittle,stable,0.0473,0.0001,0.0047,N_def.,0.8271,0.819,0.9667,117.37,174.59,4552,7438,5026,475.87,116.76,103.18,-0.12,0.02,-14.97,116.76,479.94,99.47,-0.13,0.02,13.99,103.18,99.47,506.69,-0.13,0.02,-0.04,-0.12,-0.13,-0.13,160.5,0.67,0.01,0.02,0.02,0.02,0.67,161.27,0,-14.97,13.99,-0.04,0.01,0,174.56,0.0023106,-0.0004915,-0.000374,0.0000011,-0.0000002,0.0002375,-0.0004915,0.0022818,-0.0003479,0.0000012,-0.0000002,-0.0002251,-0.000374,-0.0003479,0.002118,0.0000011,-0.0000002,-0.0000037,0.0000011,0.0000012,0.0000011,0.0062307,-0.0000259,-0.0000002,-0.0000002,-0.0000002,-0.0000002,-0.0000259,0.0062011,0.0000001,0.0002375,-0.0002251,-0.0000037,-0.0000002,0.0000001,0.005767
229_70,C10Hf2Ti2Ta2Zr2V2,ZrTiTaHfVC5,Orthorhombic,7.066689,7.069297,4.506123,225.108876,8.993,-199.860667,-0.601,-7.826,62.28,665.8,255.67,186.22,449.53,255.64,183.68,444.57,255.65,184.95,447.05,25.627,26.003,27.927,3.255196203,2752.96,2.8274,0.209,0.723,Brittle,32.47,Brittle,stable,0.0693,0.0001,0.0069,N_def.,0.7928,0.8229,0.9721,132.79,184.88,4536,7475,5013,527.76,136.07,110.61,-0.01,-0.08,-24.11,136.07,509.11,113.52,-0.01,-0.1,20.05,110.61,113.52,543.79,-0.01,-0.07,2.01,-0.01,-0.01,-0.01,168.54,-1.5,0,-0.08,-0.1,-0.07,-1.5,169.89,-0.01,-24.11,20.05,2.01,0,-0.01,185.85,0.002108,-0.000504,-0.0003248,0.0000001,0.0000006,0.0003313,-0.000504,0.0021894,-0.0003534,0.0000001,0.0000008,-0.0002977,-0.0003248,-0.0003534,0.0019789,0.0000001,0.0000005,-0.0000254,0.0000001,0.0000001,0.0000001,0.0059338,0.0000523,0,0.0000006,0.0000008,0.0000005,0.0000523,0.0058865,0.0000003,0.0003313,-0.0002977,-0.0000254,0,0.0000003,0.0054559
242_3755,C20Zr4Ta4Ti4Hf4Cr4,ZrTiTaHfCrC5,Orthorhombic,7.04443,7.078906,8.977997,447.702808,9.059,-396.362587,-0.463,-7.558,59.9,640.4,244.49,172.55,419.07,244.39,170.35,414.7,244.44,171.45,416.88,23.45,23.76,25.889,3.061797895,2576.61,4.334,0.216,0.701,Brittle,26.35,Brittle,stable,0.065,0.0002,0.0064,N_def.,0.8472,0.7982,0.9846,130.37,171.41,4351,7227,4812,490.63,132.21,121.26,-2.26,-4.96,-23.42,132.21,488.96,106.71,1.86,1.95,17.12,121.26,106.71,500.48,5.37,-0.44,-0.84,-2.26,1.86,5.37,158.56,-1.97,1.25,-4.96,1.95,-0.44,-1.97,154.85,1.65,-23.42,17.12,-0.84,1.25,1.65,176.04,0.0023119,-0.0005411,-0.0004447,0.0000525,0.0000765,0.000357,-0.0005411,0.0022796,-0.0003553,-0.0000206,-0.0000441,-0.0002948,-0.0004447,-0.0003553,0.0021823,-0.000076,-0.0000044,-0.0000137,0.0000525,-0.0000206,-0.000076,0.0063115,0.0000822,-0.0000371,0.0000765,-0.0000441,-0.0000044,0.0000822,0.0064623,-0.0000467,0.000357,-0.0002948,-0.0000137,-0.0000371,-0.0000467,0.0057575
242_3758,C20Zr4Ta4Ti4Hf4Mn4,ZrTiTaHfMnC5,Orthorhombic,7.026925,7.077601,8.995592,447.3767,9.109,-391.761114,-0.401,-7.472,56.66,605.7,230.94,154.72,379.43,229.83,152.84,375.33,230.39,153.78,377.38,20.518,20.692,23.221,2.814820049,2404.77,4.113,0.227,0.667,Brittle,15.62,Brittle,stable,0.0663,0.0024,0.0061,N_def.,0.8775,0.89,0.9167,127.87,153.78,4110,6915,4551,472.77,130.47,114.25,-3.71,-4.27,-24.79,130.47,458.97,117.81,-1.58,0.52,16.13,114.25,117.81,421.64,8.14,-7,-7.74,-3.71,-1.58,8.14,146.09,-2.83,2.18,-4.27,0.52,-7,-2.83,143.51,0.72,-24.79,16.13,-7.74,2.18,0.72,153.73,0.0024151,-0.0005764,-0.0004862,0.0000769,0.0000496,0.0004242,-0.0005764,0.0024976,-0.0005505,0.0000478,-0.0000502,-0.0003832,-0.0004862,-0.0005505,0.0026645,-0.0001662,0.0001136,0.0001153,0.0000769,0.0000478,-0.0001662,0.006861,0.00013,-0.0000988,0.0000496,-0.0000502,0.0001136,0.00013,0.0069781,-0.0000155,0.0004242,-0.0003832,0.0001153,-0.0000988,-0.0000155,0.0066207
229_73,C10Hf2Ti2Ta2Zr2Fe2,ZrHfTiTaFeC5,Orthorhombic,7.019322,7.097804,4.494996,223.948334,9.112,-192.961315,-0.331,-7.51,52.77,564.1,231.53,138.12,345.62,230.04,126.91,321.6,230.79,132.51,333.61,15.568,15.217,20.009,2.615687121,2471.18,2.4337,0.259,0.574,Brittle,-30.1,Ductile,stable,0.4481,0.0032,0.0423,N_def.,0.5048,0.7176,0.9448,142.39,132.49,3816,6691,4241,457.58,120.68,118.09,0.45,-0.89,-27.29,120.68,408.49,121.95,0.41,0.33,5.14,118.09,121.95,496.29,0.4,0.78,3.25,0.45,0.41,0.4,90.58,-21.42,-0.04,-0.89,0.33,0.78,-21.42,118.56,0.44,-27.29,5.14,3.25,-0.04,0.44,147.56,0.0024905,-0.0006087,-0.0004463,-0.0000024,0.000021,0.0004916,-0.0006087,0.0027915,-0.0005398,-0.0000097,-0.0000098,-0.0001979,-0.0004463,-0.0005398,0.0022545,-0.0000096,-0.0000181,-0.0001134,-0.0000024,-0.0000097,-0.0000096,0.0115328,0.0020836,-0.0000028,0.000021,-0.0000098,-0.0000181,0.0020836,0.0088114,-0.0000213,0.0004916,-0.0001979,-0.0001134,-0.0000028,-0.0000213,0.0068774
229_74,C10Hf2Ti2Ta2Zr2Co2,ZrHfTiTaCoC5,Orthorhombic,7.025724,7.085689,4.509711,224.499228,9.135,-190.19511,-0.312,-7.529,51.47,550.3,227.86,132.2,332.33,225.24,120.73,307.29,226.55,126.47,319.81,14.585,14.15,19.097,2.532833268,2417.42,2.3752,0.265,0.558,Ductile,-3.01,Ductile,stable,0.4867,0.0058,0.0453,N_def.,0.6786,0.479,0.8817,142.54,126.41,3722,6580,4140,440.81,121.24,118.97,0.92,0.59,-36.63,121.24,406.7,114.4,0.94,0.17,-3.56,118.97,114.4,493.99,0.68,-0.08,-0.41,0.92,0.94,0.68,118.23,-14.04,0.1,0.59,0.17,-0.08,-14.04,80.46,-0.35,-36.63,-3.56,-0.41,0.1,-0.35,133.36,0.0026349,-0.0006428,-0.0004851,-0.0000154,-0.000018,0.000705,-0.0006428,0.0027877,-0.0004908,-0.0000147,-0.0000046,-0.0001037,-0.0004851,-0.0004908,0.0022547,-0.0000046,0.0000053,-0.0001394,-0.0000154,-0.0000147,-0.0000046,0.0086375,0.0015077,-0.0000071,-0.000018,-0.0000046,0.0000053,0.0015077,0.0126922,0.0000269,0.000705,-0.0001037,-0.0001394,-0.0000071,0.0000269,0.007689
244_2329,C10Hf2Ti2Ta2Zr2Ni2,ZrHfTiTaNiC5,Monoclinic,7.009603,7.093939,4.54692,226.068722,9.068,-186.345823,-0.277,-7.478,52.66,563,231.43,138.24,345.86,227.9,126.22,319.64,229.67,132.23,332.75,15.606,15.268,19.967,2.61067142,2401.7,2.4205,0.258,0.576,Brittle,21.89,Brittle,stable,0.4916,0.0077,0.0455,N_def.,N_def.,N_def.,N_def.,141,132.25,3819,6692,4244,440.98,128.84,106.89,0.22,0.06,-51.22,128.84,450.3,118.48,0.23,0.28,-0.78,106.89,118.48,483.17,0.23,0.56,-2.61,0.22,0.23,0.23,150.73,4.06,0,0.06,0.28,0.56,4.06,87.25,-0.35,-51.22,-0.78,-2.61,0,-0.35,113.15,0.002705,-0.0006587,-0.0004304,-0.0000025,0.0000078,0.0012102,-0.0006587,0.0025342,-0.0004773,-0.0000019,-0.0000056,-0.0002918,-0.0004304,-0.0004773,0.0022812,-0.0000018,-0.0000134,-0.0001455,-0.0000025,-0.0000019,-0.0000018,0.0066425,-0.0003089,-0.0000021,0.0000078,-0.0000056,-0.0000134,-0.0003089,0.0114755,0.0000386,0.0012102,-0.0002918,-0.0001455,-0.0000021,0.0000386,0.0093804
229_76,C10Hf2Ti2Ta2Zr2Cu2,ZrHfTiTaCuC5,Monoclinic,7.027338,7.293833,4.521992,231.743879,8.916,-180.794357,-0.174,-7.209,50.17,536.4,216.46,122.45,309.07,210.66,117.26,296.73,213.56,119.86,302.9,14.127,13.724,18.099,2.406726863,2228.52,2.2899,0.264,0.561,Ductile,9.81,Brittle,stable,0.2488,0.0136,0.0217,N_def.,N_def.,N_def.,N_def.,134.03,119.82,3666,6471,4077,401.92,126.19,115.88,0.09,-0.43,-29.88,126.19,314.69,150.79,0.04,-0.44,-21.51,115.88,150.79,445.84,0.09,-0.4,12.22,0.09,0.04,0.09,136,4.33,-0.02,-0.43,-0.44,-0.4,4.33,103.72,-0.04,-29.88,-21.51,12.22,-0.02,-0.04,115.99,0.0029608,-0.0009142,-0.000478,-0.0000015,0.0000067,0.0006437,-0.0009142,0.0041582,-0.0011868,0,0.0000096,0.0006605,-0.000478,-0.0011868,0.002786,-0.0000013,0.0000036,-0.0006368,-0.0000015,0,-0.0000013,0.0073625,-0.0003071,0.0000012,0.0000067,0.0000096,0.0000036,-0.0003071,0.0096545,0.0000063,0.0006437,0.0006605,-0.0006368,0.0000012,0.0000063,0.008977
229_77,C10Hf2Ti2Ta2Zr2Zn2,ZrHfTiTaZnC5,Monoclinic,7.071807,7.339056,4.527537,234.958026,8.82,-175.961764,-0.194,-6.99,51.51,550.7,218.46,128.14,321.55,216.24,124.48,313.32,217.35,126.31,317.43,15.257,14.966,19.073,2.49818965,2246.46,2.3349,0.257,0.581,Brittle,4.31,Brittle,stable,0.1573,0.0051,0.0145,N_def.,N_def.,N_def.,N_def.,133.54,126.26,3785,6615,4205,401.56,134.41,125.54,-0.03,0.03,-4.42,134.41,367.4,109.36,-0.06,0.02,-14.96,125.54,109.36,458.52,-0.03,0.03,-10.3,-0.03,-0.06,-0.03,138.72,2.57,0,0.03,0.02,0.03,2.57,99.94,0,-4.42,-14.96,-10.3,0,0,115.98,0.0029836,-0.0009153,-0.0005999,0.0000001,-0.0000004,-0.0000575,-0.0009153,0.0032223,-0.0005104,0.000001,-0.0000004,0.0003355,-0.0005999,-0.0005104,0.0024699,0.0000002,-0.0000004,0.0001306,0.0000001,0.000001,0.0000002,0.0072123,-0.0001853,0.0000002,-0.0000004,-0.0000004,-0.0000004,-0.0001853,0.010011,0.0000002,-0.0000575,0.0003355,0.0001306,0.0000002,0.0000002,0.0086747
229_78,C10Hf2Ti2Ta2Zr2Y2,ZrTiTaHfYC5,Orthorhombic,7.326808,7.345621,4.639756,249.706283,8.612,-194.115148,-0.569,-7.687,56.87,608,216.65,159.2,383.63,216.63,157.58,380.48,216.64,158.39,382.05,23.252,23.832,23.917,2.821411607,2354.53,2.4842,0.206,0.731,Brittle,33.88,Brittle,stable,0.0515,0,0.0051,N_def.,0.8298,0.8196,0.9317,110.98,158.4,4289,7048,4738,439.99,110.44,99,0,0,-12.47,110.44,451.89,92.71,0.01,0,17.15,99,92.71,453.71,0,-0.01,-0.53,0,0.01,0,144.32,1.36,0,0,0,-0.01,1.36,147.56,0,-12.47,17.15,-0.53,0,0,156.29,0.0025128,-0.0005338,-0.0004389,0,0,0.0002575,-0.0005338,0.0024334,-0.0003811,-0.0000001,0,-0.0003108,-0.0004389,-0.0003811,0.0023777,0,0.0000001,0.0000149,0,-0.0000001,0,0.0069298,-0.0000639,0,0,0,0.0000001,-0.0000639,0.0067776,0,0.0002575,-0.0003108,0.0000149,0,0,0.006453
